美国频陆,#genre#
赛事咪咕播21(1447ms),http://36.105.100.208:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
赛事咪咕播33(877ms),http://36.105.100.208:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
赛事咪咕播34(926ms),http://36.105.100.208:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
赛事咪咕播36(921ms),http://36.105.100.208:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
赛事咪咕播38(1049ms),http://36.105.100.208:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
赛事咪咕播35(1608ms),http://36.105.100.208:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
赛事咪咕播41(894ms),http://36.105.100.208:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
赛事咪咕播43(805ms),http://36.105.100.208:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
赛事咪咕播44(935ms),http://36.105.100.208:35455/itv/3000000010000023434.m3u8?cdn=FifastbLive
赛事咪咕播47(796ms),http://36.105.100.208:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
赛事咪咕播51(897ms),http://36.105.100.208:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
国🔊ELta评述(9398ms),http://www.xitv.top/021il.php?id=eltasport_twn
赛备睛彩竞技(838ms),http://36.105.100.208:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
赛备睛彩广场(1009ms),http://36.105.100.208:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive
赛备睛彩篮球(1116ms),http://36.105.100.208:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
赛备睛彩青少(1089ms),http://36.105.100.208:35455/itv/3000000020000031315.m3u8?cdn=FifastbLive
赛事睛彩竞技(1266ms),http://23.166.168.90:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
赛事咪咕播52(2023ms),http://36.105.100.208:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive
赛事睛彩篮球(1419ms),http://23.166.168.90:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
赛事睛彩广场(1258ms),http://23.166.168.90:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
赛事睛彩青少(1432ms),http://23.166.168.90:35455/itv/3000000020000011525.m3u8?cdn=FifastbLive
赛备咪咕4k播(1911ms),http://36.105.100.208:35455/itv/3000000010000005180.m3u8?cdn=FifastbLive
国🔊咪咕刘越(14790ms),https://www.freetv.top/migu/955238477.m3u8?migutoken=1d14ddb0324626c8b0435bd1ada053dfc53423b43409504c748988e08052e9508876895e784b0830d3880da10ee5925535332defb844b88893a2caf37aa685d6cbebef860dd467269a24858983
赛事咪咕4k播(1555ms),http://23.166.168.90:35455/itv/3000000010000015686.m3u8?cdn=FifastbLive
赛事咪咕播01(1234ms),http://23.166.168.90:35455/itv/3000000001000005308.m3u8?cdn=FifastbLive
赛事咪咕播03(1348ms),http://23.166.168.90:35455/itv/3000000001000007218.m3u8?cdn=FifastbLive
赛事咪咕播02(1383ms),http://23.166.168.90:35455/itv/3000000001000005969.m3u8?cdn=FifastbLive
赛事咪咕播04(1271ms),http://23.166.168.90:35455/itv/3000000001000008001.m3u8?cdn=FifastbLive
赛事咪咕播05(1281ms),http://23.166.168.90:35455/itv/3000000001000008176.m3u8?cdn=FifastbLive
赛事咪咕播06(1356ms),http://23.166.168.90:35455/itv/3000000001000008379.m3u8?cdn=FifastbLive
赛事咪咕播07(1338ms),http://23.166.168.90:35455/itv/3000000001000010129.m3u8?cdn=FifastbLive
赛事咪咕播08(1327ms),http://23.166.168.90:35455/itv/3000000001000010948.m3u8?cdn=FifastbLive
赛事咪咕播10(1349ms),http://23.166.168.90:35455/itv/3000000001000028638.m3u8?cdn=FifastbLive
赛事咪咕播11(1406ms),http://23.166.168.90:35455/itv/3000000001000031494.m3u8?cdn=FifastbLive
赛事咪咕播13(1309ms),http://23.166.168.90:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
赛事咪咕播12(1363ms),http://23.166.168.90:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
赛事咪咕播15(1419ms),http://23.166.168.90:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
赛事咪咕播16(1544ms),http://23.166.168.90:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
赛事咪咕播17(1461ms),http://23.166.168.90:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
赛事咪咕播20(1344ms),http://23.166.168.90:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
赛事咪咕播19(1415ms),http://23.166.168.90:35455/itv/3000000010000005837.m3u8?cdn=FifastbLive
赛事咪咕播21(1413ms),http://23.166.168.90:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
赛事咪咕播24(1388ms),http://23.166.168.90:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
赛事咪咕播25(1284ms),http://23.166.168.90:35455/itv/3000000010000010833.m3u8?cdn=FifastbLive
赛事咪咕播27(1259ms),http://23.166.168.90:35455/itv/3000000010000011297.m3u8?cdn=FifastbLive
赛事咪咕播28(1409ms),http://23.166.168.90:35455/itv/3000000010000011518.m3u8?cdn=FifastbLive
赛事咪咕播33(1836ms),http://23.166.168.90:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
赛事咪咕播34(1879ms),http://23.166.168.90:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
赛事咪咕播36(1772ms),http://23.166.168.90:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
赛事咪咕播35(1823ms),http://23.166.168.90:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
赛事咪咕播38(1815ms),http://23.166.168.90:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
赛事咪咕播44(1293ms),http://23.166.168.90:35455/itv/3000000010000023434.m3u8?cdn=FifastbLive
赛事咪咕播41(1885ms),http://23.166.168.90:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
赛事咪咕播43(1644ms),http://23.166.168.90:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
赛事咪咕播47(1406ms),http://23.166.168.90:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
赛事咪咕播51(1731ms),http://23.166.168.90:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
赛事咪咕播52(1729ms),http://23.166.168.90:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive
赛备睛彩篮球(1576ms),http://23.166.168.90:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
赛备睛彩青少(1568ms),http://23.166.168.90:35455/itv/3000000020000031315.m3u8?cdn=FifastbLive
中天新闻频高(100ms),http://ali.hlspull.yximgs.com/live/f46af3e15ee89e76d4d846ba04258ece.flv
赛备睛彩广场(1583ms),http://23.166.168.90:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive
赛备睛彩竞技(1681ms),http://23.166.168.90:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
中天新闻频高(150ms),http://ali.hlspull.yximgs.com/live/167_ztxw.flv
无线新闻频高(68ms),http://erp.giihgtidg.com:8080/live/wxxw01.m3u8
有线新闻频高(113ms),http://ali.hlspull.yximgs.com/live/xaigjiaogehoy7801.flv
寰宇新闻频高(136ms),https://ali.hlspull.yximgs.com/live/167_hyxw.flv
中天新闻加高(159ms),http://ali.hlspull.yximgs.com/live/167ztxw2.flv
无线新闻频高(119ms),https://ali.hlspull.yximgs.com/live/167_wxxw.flv
有线综合频高(144ms),http://ali.hlspull.yximgs.com/live/xiangjiaogehoy77511.flv
无线翡翠频高(61ms),http://erp.giihgtidg.com:8080/live/jade01.m3u8
无线翡翠频高(115ms),https://ali.hlspull.yximgs.com/live/167_jade.flv
赛备咪咕4k播(1729ms),http://23.166.168.90:35455/itv/3000000010000005180.m3u8?cdn=FifastbLive
今日天气频高(1006ms),http://xn--elt51t.azip.dpdns.org:5008/nnews-wf/index.m3u8?proxy=true
中天新闻频高(452ms),http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv009/index.m3u8
今日新闻频高(1227ms),http://xn--elt51t.azip.dpdns.org:5008/nnews-zh/index.m3u8?proxy=true
纬来体育频标(0ms),rtmp://f13h.mine.nu:1935/sat/tv721
pₒₚc电影频高(778ms),https://011v4.pendy.dpdns.org/stream/tvb/popc/master.m3u8?u=judy&p=213f2541f159ac2ec56f4173f3731fdd6ac1ea725a0c7892870cf85ea22cb3cc
中天新闻频高(1034ms),http://www.xitv.top/021il.php?id=ctinews
凤凰中文频高(147ms),https://ali.hlspull.yximgs.com/live/167_fhzw.flv
天映电影粤高(778ms),https://smart.pendy.dpdns.org/Smart.php?id=ctv18_twn
凤凰资讯频高(209ms),https://ali.hlspull.yximgs.com/live/167_fhzx.flv
凤凰香港频高(166ms),https://ali.hlspull.yximgs.com/live/167_fhxg.flv
星空音乐频标(282ms),http://iot-mqqt.111yao.cn:8080/live/diyp_channelv.m3u8
星空电影频高(317ms),http://iot-mqqt.111yao.cn:8080/live/diyp_starmovies.m3u8
凤凰电影频标(346ms),http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
纬来体育频高(1092ms),https://smart.pendy.dpdns.org/Smart.php?id=videolandsport
香港卫视频标(99ms),http://anren.live/HK/BSJDUFpB.m3u8
星空卫视频标(251ms),http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
无线星河粤标(1569ms),http://php.jdshipin.com/PLTV/iptv.php?id=xinghe
无线功夫粤标(1716ms),http://php.jdshipin.com/PLTV/iptv.php?id=yzwx
ELta体育壹标(1134ms),https://smart.pendy.dpdns.org/Smart.php?id=eltasport1_twn
亚太卫视频高(427ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live050/index.m3u8?proxy=true
天映电影国标(7235ms),https://cdn9.163189.xyz/smt1.1.php?id=Celestial
星空卫视频道(796ms),http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰电影频道(960ms),http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
重温经典频道(28ms),http://120.76.248.139/live/bfgd/4200000635.m3u8
重温经典频道(183ms),http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
星光经典频视(223ms),https://ali.hlspull.yximgs.com/live/1355046088.flv
星光综合频视(136ms),http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
星光影迷频视(171ms),https://ali.hlspull.yximgs.com/live/11077536.flv
好人影视频视(199ms),https://ali.hlspull.yximgs.com/live/1234566.flv
经典电影频视(110ms),http://ali.hlspull.yximgs.com/live/asdfg978707232.flv
经典乡村频视(133ms),http://ali.hlspull.yximgs.com/live/asdfg863678266.flv
重温经典频道(2079ms),http://cdn3.132.us.kg/live/cwjd/stream.m3u8
重温经典频道(1845ms),http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
经典频道频视(140ms),http://ali.hlspull.yximgs.com/live/asdfg6699388.flv
经典功夫频视(118ms),http://ali.hlspull.yximgs.com/live/asdfg99338.flv
经典都市频视(167ms),http://ali.hlspull.yximgs.com/live/asdfg32619.flv
经典综艺频视(255ms),http://ali.hlspull.yximgs.com/live/asdfg171759930.flv
经典少儿频视(108ms),http://ali.hlspull.yximgs.com/live/asdfg315962975.flv
经典港片频视(140ms),http://ali.hlspull.yximgs.com/live/asdfg6899366.flv
熊猫功夫频视(214ms),http://data.3g.yy.com/live/hls/1507716299/1507716299
青川入梦02集(572ms),https://cdn.yzzy28-play.com/20250616/4371_1377e22f/index.m3u8
青川入梦01集(989ms),https://cdn.yzzy28-play.com/20250616/4370_9ee70b79/index.m3u8
青川入梦06集(683ms),https://cdn.yzzy27-play.com/20250617/7047_c4ef9c39/index.m3u8
青川入梦04集(771ms),https://cdn.yzzy28-play.com/20250616/4373_a1188066/index.m3u8
青川入梦05集(733ms),https://cdn.yzzy27-play.com/20250617/7046_5c96ab47/index.m3u8
青川入梦08集(576ms),https://vvip.high26-playback.com/20250618/11405_9f1d5659/index.m3u8
青川入梦07集(591ms),https://vvip.high26-playback.com/20250618/11404_67797f1f/index.m3u8
青川入梦03集(1539ms),https://cdn.yzzy28-play.com/20250616/4372_1e51e0f3/index.m3u8
七根心简02集(917ms),https://tyyszywvod5.com/videos/202506/08/6845421368a28b0f75852d42/06c321/index.m3u8
七根心简03集(914ms),https://tyyszywvod5.com/videos/202506/08/6845422c68a28b0f75852e44/beb24g/index.m3u8
七根心简01集(1084ms),https://tyyszywvod5.com/videos/202506/08/6845421c68a28b0f75852e43/6b4917/index.m3u8
七根心简04集(1382ms),https://tyyszywvod5.com/videos/202506/08/6845420c68a28b0f75852cf0/3b0ef1/index.m3u8
七根心简05集(770ms),https://tyyszywvod5.com/videos/202506/09/684692c068a28b0f758b178b/69a06g/index.m3u8
七根心简07集(638ms),https://tyyszywvod5.com/videos/202506/10/6847e53968a28b0f75909dc4/a002e9/index.m3u8
七根心简08集(677ms),https://tyyszywvod5.com/videos/202506/10/6847e52168a28b0f75909dc2/gda01f/index.m3u8
七根心简06集(957ms),https://tyyszywvod5.com/videos/202506/09/684692be68a28b0f758b178a/3b20c2/index.m3u8
七根心简09集(637ms),https://tyyszywvod5.com/videos/202506/11/684927f8590d7ebffc66130a/454a41/index.m3u8
七根心简11集(641ms),https://tyyszywvod5.com/videos/202506/12/684a959d590d7ebffc6f92d6/e27bb6/index.m3u8
七根心简12集(686ms),https://tyyszywvod5.com/videos/202506/13/684c1ba70d11fabfc9dcad47/9a5ed1/index.m3u8
七根心简10集(813ms),https://tyyszywvod5.com/videos/202506/12/684a957d590d7ebffc6f9283/6da86c/index.m3u8
七根心简14集(676ms),https://tyyszywvod5.com/videos/202506/14/684d1fab590d7ebffc7bc2e3/55db34/index.m3u8
七根心简13集(1053ms),https://tyyszywvod5.com/videos/202506/13/684c1ba30d11fabfc9dcad46/22678b/index.m3u8
七根心简16集(639ms),https://tyyszywvod5.com/videos/202506/15/684e76590d11fabfc9edf03d/786d67/index.m3u8
七根心简17集(636ms),https://tyyszywvod5.com/videos/202506/15/684e76440d11fabfc9edef90/ga1d2b/index.m3u8
七根心简15集(874ms),https://tyyszywvod5.com/videos/202506/14/684d1f7d590d7ebffc7bc291/c8531c/index.m3u8
七根心简18集(726ms),https://tyyszywvod5.com/videos/202506/16/684fb82b0d11fabfc9f7a15c/ge0f09/index.m3u8
七根心简19集(658ms),https://tyyszywvod5.com/videos/202506/18/68519002010cb608c9ed786c/1059a5/index.m3u8
七根心简20集(679ms),https://tyyszywvod5.com/videos/202506/18/68518fe0010cb608c9ed77c9/106c1c/index.m3u8
长安的荔枝02(601ms),https://cdn.yzzy27-play.com/20250608/5814_f93486bf/index.m3u8
七根心简21集(1058ms),https://svipsvip.ffzy-online5.com/20250618/42348_73d9c7d2/index.m3u8
长安的荔枝01(782ms),https://vvip.high26-playback.com/20250608/10447_91afd735/index.m3u8
长安的荔枝06(595ms),https://cdn.yzzy28-play.com/20250608/3335_59a3adea/index.m3u8
长安的荔枝04(659ms),https://cdn.yzzy28-play.com/20250607/2769_44ac09ac/index.m3u8
长安的荔枝05(701ms),https://vvip.high26-playback.com/20250609/10519_b27b449f/index.m3u8
长安的荔枝07(501ms),https://cdn.yzzy28-play.com/20250609/3459_13d63838/index.m3u8
长安的荔枝09(675ms),https://vvip.high26-playback.com/20250611/10691_77b88288/index.m3u8
长安的荔枝03(1882ms),https://cdn.yzzy27-play.com/20250608/5815_2835acf1/index.m3u8
长安的荔枝08(958ms),https://cdn.yzzy28-play.com/20250609/3470_73fed7fd/index.m3u8
长安的荔枝10(493ms),https://vvip.high26-playback.com/20250611/10700_c3581d21/index.m3u8
长安的荔枝11(513ms),https://vvip.high26-playback.com/20250612/10730_c0f6fb5d/index.m3u8
长安的荔枝12(487ms),https://vvip.high26-playback.com/20250612/10737_f20009df/index.m3u8
长安的荔枝14(521ms),https://cdn.yzzy27-play.com/20250613/6404_d994e372/index.m3u8
长安的荔枝18(496ms),https://vvip.high26-playback.com/20250615/10944_0680e1f3/index.m3u8
长安的荔枝17(1540ms),https://cdn.yzzy28-play.com/20250614/4187_22cf8d98/index.m3u8
长安的荔枝16(1591ms),https://cdn.yzzy28-play.com/20250613/4038_56577889/index.m3u8
长安的荔枝20(631ms),https://cdn.yzzy27-play.com/20250616/6956_2377f9eb/index.m3u8
长安的荔枝21(554ms),https://cdn.yzzy27-play.com/20250617/7009_2c8c3a57/index.m3u8
长安的荔枝23(555ms),https://cdn.yzzy27-play.com/20250618/7074_4f2b5908/index.m3u8
长安的荔枝22(752ms),https://cdn.yzzy27-play.com/20250617/7034_1f50d073/index.m3u8
长安的荔枝13(2307ms),https://cdn.yzzy28-play.com/20250612/3955_3f900db2/index.m3u8
临江仙第01集(532ms),https://vvip.high26-playback.com/20250606/10233_edf959e1/index.m3u8
临江仙第02集(512ms),https://vvip.high26-playback.com/20250606/10234_8eb4b4c0/index.m3u8
长安的荔枝24(588ms),https://vvip.high26-playback.com/20250618/11341_7f6b5506/index.m3u8
临江仙第04集(520ms),https://cdn.yzzy27-play.com/20250606/5589_5291822d/index.m3u8
临江仙第03集(869ms),https://vvip.high26-playback.com/20250606/10235_d87d3902/index.m3u8
临江仙第06集(522ms),https://cdn.yzzy27-play.com/20250606/5591_217b4c71/index.m3u8
临江仙第08集(499ms),https://cdn.yzzy28-play.com/20250607/2759_35c5a2cb/index.m3u8
临江仙第07集(517ms),https://cdn.yzzy28-play.com/20250607/2758_7f141cf8/index.m3u8
临江仙第10集(506ms),https://cdn.yzzy27-play.com/20250609/5854_624ec1c8/index.m3u8
临江仙第12集(495ms),https://vvip.high26-playback.com/20250610/10602_e92b755e/index.m3u8
临江仙第11集(552ms),https://vvip.high26-playback.com/20250610/10601_1aa4de65/index.m3u8
临江仙第15集(537ms),https://cdn.yzzy28-play.com/20250611/3775_f2b93ce0/index.m3u8
长安的荔枝15(3572ms),https://cdn.yzzy27-play.com/20250614/6527_46f5ffb3/index.m3u8
临江仙第16集(546ms),https://cdn.yzzy28-play.com/20250611/3776_2119b8d4/index.m3u8
临江仙第18集(531ms),https://cdn.yzzy28-play.com/20250612/3954_6e2d5d50/index.m3u8
临江仙第17集(568ms),https://cdn.yzzy28-play.com/20250612/3953_b928fec5/index.m3u8
临江仙第20集(630ms),https://cdn.yzzy28-play.com/20250613/4028_a09e75c5/index.m3u8
临江仙第21集(630ms),https://cdn.yzzy28-play.com/20250614/4179_91f5738a/index.m3u8
临江仙第22集(545ms),https://cdn.yzzy28-play.com/20250614/4180_96b250a9/index.m3u8
临江仙第09集(2153ms),https://cdn.yzzy27-play.com/20250609/5853_36769206/index.m3u8
临江仙第23集(768ms),https://vvip.high26-playback.com/20250616/11013_99f6a934/index.m3u8
临江仙第24集(746ms),https://vvip.high26-playback.com/20250616/11012_b6358755/index.m3u8
绽放许开心01(635ms),https://vvip.high26-playback.com/20250606/10198_ebc52c59/index.m3u8
绽放许开心02(527ms),https://vvip.high26-playback.com/20250606/10203_9af1b635/index.m3u8
绽放许开心04(504ms),https://cdn.yzzy27-play.com/20250606/5588_90415f9b/index.m3u8
绽放许开心03(613ms),https://vvip.high26-playback.com/20250606/10204_51ef7062/index.m3u8
临江仙第14集(2582ms),https://cdn.yzzy28-play.com/20250610/3581_67606d48/index.m3u8
临江仙第13集(2604ms),https://cdn.yzzy28-play.com/20250610/3580_630b7d8d/index.m3u8
绽放许开心07(552ms),https://cdn.yzzy28-play.com/20250607/2760_b0bef4c9/index.m3u8
绽放许开心06(599ms),https://vvip.high26-playback.com/20250607/10361_015389e7/index.m3u8
绽放许开心05(672ms),https://cdn.yzzy27-play.com/20250607/5678_674f3c2c/index.m3u8
临江仙第05集(3659ms),https://cdn.yzzy27-play.com/20250606/5590_b0490b85/index.m3u8
临江仙第25集(1591ms),https://cdn.yzzy28-play.com/20250617/4448_53e19f3d/index.m3u8
绽放许开心08(728ms),https://vvip.high26-playback.com/20250608/10462_a8621fdf/index.m3u8
绽放许开心09(510ms),https://vvip.high26-playback.com/20250609/10520_90e71551/index.m3u8
绽放许开心10(662ms),https://cdn.yzzy27-play.com/20250609/5937_15a50c8b/index.m3u8
绽放许开心13(488ms),https://cdn.yzzy28-play.com/20250611/3778_cab070d5/index.m3u8
绽放许开心11(506ms),https://cdn.yzzy28-play.com/20250609/3468_322f6246/index.m3u8
绽放许开心12(500ms),https://cdn.yzzy28-play.com/20250610/3588_c2964caa/index.m3u8
绽放许开心16(671ms),https://cdn.yzzy28-play.com/20250613/4032_3cc578f0/index.m3u8
绽放许开心17(630ms),https://cdn.yzzy28-play.com/20250613/4033_c0c783b5/index.m3u8
绽放许开心19(555ms),https://cdn.yzzy28-play.com/20250614/4186_0ab922ba/index.m3u8
绽放许开心21(561ms),https://cdn.yzzy27-play.com/20250616/6952_a61f27ab/index.m3u8
绽放许开心18(594ms),https://cdn.yzzy28-play.com/20250613/4043_8fb134f2/index.m3u8
绽放许开心22(519ms),https://cdn.yzzy27-play.com/20250616/6955_4fdaa19b/index.m3u8
绽放许开心20(1054ms),https://cdn.yzzy28-play.com/20250614/4199_e0c7ccc4/index.m3u8
绽放许开心14(1542ms),https://vvip.high26-playback.com/20250613/10791_ec3183a7/index.m3u8
绽放许开心15(1633ms),https://vvip.high26-playback.com/20250613/10792_bd3718ad/index.m3u8
绽放许开心23(1095ms),https://cdn.yzzy28-play.com/20250616/4379_1f187c8b/index.m3u8
Plus综合AKtv(1180ms),https://s1.m16tv.cfd/aktv/tvbplus/AKTV.m3u8
中天新闻AKtv(992ms),https://s1.m16tv.cfd/zhongtian/CH-0/AKTV.m3u8
凤凰中文AKtv(1146ms),https://s1.m16tv.cfd/aktv/CH-3/AKTV.m3u8
凤凰资讯AKtv(1146ms),https://s1.m16tv.cfd/aktv/CH-4/AKTV.m3u8
天映电影AKtv(1253ms),https://s1.m16tv.cfd/astro/celestialmovies/AKTV.m3u8
无线明珠AKtv(771ms),https://s1.m16tv.cfd/aktv/CH-2/AKTV.m3u8
pₒₚc电影AKtv(1283ms),https://s1.m16tv.cfd/aktv/popc/AKTV.m3u8
无线新闻AKtv(1066ms),https://s1.m16tv.cfd/aktv/CH-1/AKTV.m3u8
无线星河AKtv(790ms),https://s1.m16tv.cfd/astro/tvb/AKTV.m3u8
绽放许开心24(1548ms),https://vvip.high26-playback.com/20250618/11338_eb0ad44c/index.m3u8
无线翡翠AKtv(972ms),https://s1.m16tv.cfd/aktv/CH-0/AKTV.m3u8
无线赛马AKtv(743ms),https://s1.m16tv.cfd/aktv/mytvsuper18/AKTV.m3u8
